id,key,self,resolutiondate,created,resolutiontime,timespent,commentlength
'13220233', 'KNOX-1812', 'https://issues.apache.org/jira/rest/api/2/issue/13220233',2019-03-07T21:30:14.000+0000, '2019-03-07T15:06:14.000+0000',0.26666666666666666,9000,2532
'13216765', 'CRUNCH-678', 'https://issues.apache.org/jira/rest/api/2/issue/13216765',2019-02-19T22:57:40.000+0000, '2019-02-19T22:57:40.000+0000',0.0,3000,1462
'13266039', 'MDEP-663', 'https://issues.apache.org/jira/rest/api/2/issue/13266039',2019-11-05T10:57:41.000+0000, '2019-11-04T06:09:41.000+0000',1.2,1200,324
'13395018', 'MNEMONIC-672', 'https://issues.apache.org/jira/rest/api/2/issue/13395018',2021-08-13T05:41:52.000+0000, '2021-08-13T05:41:52.000+0000',0.0,600,2138
'13258214', 'JSIEVE-113', 'https://issues.apache.org/jira/rest/api/2/issue/13258214',2019-09-23T15:17:24.000+0000, '2019-09-23T04:05:24.000+0000',0.4666666666666667,3000,154
'13091130', 'OOZIE-3017', 'https://issues.apache.org/jira/rest/api/2/issue/13091130',2017-08-08T05:55:34.000+0000, '2017-07-31T09:07:34.000+0000',7.866666666666666,57600,214
'13179142', 'BROOKLYN-597', 'https://issues.apache.org/jira/rest/api/2/issue/13179142',2018-09-17T11:47:34.000+0000, '2018-08-15T18:11:34.000+0000',32.733333333333334,9600,80
'12797562', 'MNG-5669', 'https://issues.apache.org/jira/rest/api/2/issue/12797562',2014-12-09T12:50:12.000+0000, '2014-07-28T11:14:12.000+0000',134.06666666666666,1200,1371
'13011281', 'MIME4J-253', 'https://issues.apache.org/jira/rest/api/2/issue/13011281',2017-02-12T20:32:55.000+0000, '2016-10-11T07:44:55.000+0000',124.53333333333333,2400,346
'13264747', 'MJAVADOC-626', 'https://issues.apache.org/jira/rest/api/2/issue/13264747',2019-10-31T13:57:52.000+0000, '2019-10-28T07:33:52.000+0000',3.2666666666666666,1200,863
'13425736', 'CALCITE-4995', 'https://issues.apache.org/jira/rest/api/2/issue/13425736',2022-02-01T10:00:07.000+0000, '2022-01-31T10:00:07.000+0000',1.0,2400,288
'13185222', 'LIVY-513', 'https://issues.apache.org/jira/rest/api/2/issue/13185222',2018-09-27T15:23:37.000+0000, '2018-09-14T18:35:37.000+0000',12.866666666666667,1200,1413
'13261429', 'GOBBLIN-905', 'https://issues.apache.org/jira/rest/api/2/issue/13261429',2019-10-11T19:00:28.000+0000, '2019-10-09T20:36:28.000+0000',1.9333333333333333,3600,1119
'13273514', 'RANGER-2671', 'https://issues.apache.org/jira/rest/api/2/issue/13273514',2019-12-12T15:07:46.000+0000, '2019-12-10T03:55:46.000+0000',2.466666666666667,600,392
'13225524', 'VALIDATOR-455', 'https://issues.apache.org/jira/rest/api/2/issue/13225524',2019-05-02T02:59:17.000+0000, '2019-04-02T14:11:17.000+0000',29.533333333333335,600,187
'13246943', 'MINVOKER-249', 'https://issues.apache.org/jira/rest/api/2/issue/13246943',2019-07-27T16:27:41.000+0000, '2019-07-25T02:03:41.000+0000',2.6,1200,279
'13369032', 'DBCP-573', 'https://issues.apache.org/jira/rest/api/2/issue/13369032',2021-04-05T07:00:07.000+0000, '2021-04-01T07:00:07.000+0000',4.0,4800,527
'13219343', 'ANY23-428', 'https://issues.apache.org/jira/rest/api/2/issue/13219343',2019-03-30T18:55:49.000+0000, '2019-03-04T17:19:49.000+0000',26.066666666666666,1200,80
'13236563', 'MEAR-278', 'https://issues.apache.org/jira/rest/api/2/issue/13236563',2019-06-24T18:38:59.000+0000, '2019-05-30T18:38:59.000+0000',25.0,600,51
'13263698', 'SUBMARINE-257', 'https://issues.apache.org/jira/rest/api/2/issue/13263698',2019-10-23T11:11:16.000+0000, '2019-10-22T04:47:16.000+0000',1.2666666666666666,600,547
'13255894', 'CONFIGURATION-756', 'https://issues.apache.org/jira/rest/api/2/issue/13255894',2019-09-10T16:49:57.000+0000, '2019-09-10T13:37:57.000+0000',0.13333333333333333,600,2172
'13258213', 'JSPF-104', 'https://issues.apache.org/jira/rest/api/2/issue/13258213',2019-09-23T15:16:50.000+0000, '2019-09-23T04:04:50.000+0000',0.4666666666666667,1200,552
'13296128', 'FREEMARKER-139', 'https://issues.apache.org/jira/rest/api/2/issue/13296128',2020-04-03T23:44:07.000+0000, '2020-04-03T22:08:07.000+0000',0.06666666666666667,1200,648
'13297822', 'OPENMEETINGS-2251', 'https://issues.apache.org/jira/rest/api/2/issue/13297822',2020-04-12T04:44:26.000+0000, '2020-04-11T23:56:26.000+0000',0.2,1200,345
