id,key,self,resolutiondate,created,resolutiontime,timespent,titlelength,commentlength,percent_tone,percent_relevance
'13277268', 'ARCHETYPE-585', 'https://issues.apache.org/jira/rest/api/2/issue/13277268',2020-01-15T16:49:39.000+0000, '2020-01-02T21:37:39.000+0000',12.8,600,47.7455368888734,753,0.0,1.63366054887063
'13186807', 'CODEC-250', 'https://issues.apache.org/jira/rest/api/2/issue/13186807',2018-10-02T18:12:10.000+0000, '2018-09-22T13:24:10.000+0000',10.2,600,94.9282597487474,769,0.0,0.884878751831416
'12958428', 'CAY-2077', 'https://issues.apache.org/jira/rest/api/2/issue/12958428',2016-05-06T09:55:07.000+0000, '2016-04-13T09:55:07.000+0000',23.0,600,84.2338615512976,1174,0.0,0.831019719514707
'13068064', 'CARBONDATA-1006', 'https://issues.apache.org/jira/rest/api/2/issue/13068064',2017-05-01T02:54:48.000+0000, '2017-05-01T02:54:48.000+0000',0.0,2400,43.5610892167792,52,0.0,0.757556814885355
'13183875', 'COLLECTIONS-694', 'https://issues.apache.org/jira/rest/api/2/issue/13183875',2018-09-29T07:11:24.000+0000, '2018-09-09T08:47:24.000+0000',19.933333333333334,9000,40.5518681837762,433,0.0,2.09608098977808
'13091535', 'AMQ-6781', 'https://issues.apache.org/jira/rest/api/2/issue/13091535',2017-10-29T03:46:42.000+0000, '2017-08-01T13:22:42.000+0000',88.6,1800,105.46213062483,708,0.0635593220338983,0.312908527492147
'13328783', 'BVAL-183', 'https://issues.apache.org/jira/rest/api/2/issue/13328783',2020-09-22T23:19:11.000+0000, '2020-09-22T13:43:11.000+0000',0.4,4200,26.9352166593302,473,0.0,4.12099896592256
'12858806', 'CASSANDRA-10190', 'https://issues.apache.org/jira/rest/api/2/issue/12858806',2015-12-12T22:05:49.000+0000, '2015-08-26T01:17:49.000+0000',108.86666666666666,6600,39.9790595214469,320,0.0,2.10109995096152
'13368913', 'GROOVY-10006', 'https://issues.apache.org/jira/rest/api/2/issue/13368913',2021-04-01T08:18:26.000+0000, '2021-03-31T16:18:26.000+0000',0.6666666666666666,1800,31.2441621175053,412,0.0,2.49646637047433
'12933326', 'AMBARI-14772', 'https://issues.apache.org/jira/rest/api/2/issue/12933326',2016-01-23T21:50:02.000+0000, '2016-01-22T12:14:02.000+0000',1.4,172800,46.8623388132375,328,0.0,1.3443631196274
'13068066', 'CARBONDATA-1007', 'https://issues.apache.org/jira/rest/api/2/issue/13068066',2017-05-01T07:54:54.000+0000, '2017-05-01T03:06:54.000+0000',0.2,2400,45.3444035074326,133,0.0,1.60990098784813
'13299347', 'AXIOM-502', 'https://issues.apache.org/jira/rest/api/2/issue/13299347',2020-04-18T08:47:14.000+0000, '2020-04-18T08:47:14.000+0000',0.0,1200,47.7496554876233,801,0.0,2.49216457762391
'12753619', 'GORA-396', 'https://issues.apache.org/jira/rest/api/2/issue/12753619',2015-03-03T06:52:31.000+0000, '2014-11-07T05:16:31.000+0000',116.06666666666666,4200,88.5443965109822,225,0.0,0.801857630721937
'13243984', 'ANY23-440', 'https://issues.apache.org/jira/rest/api/2/issue/13243984',2019-07-15T02:54:25.000+0000, '2019-07-09T23:42:25.000+0000',5.133333333333334,1200,54.5379694135876,296,0.0,1.98027174757799
'12845648', 'GEODE-130', 'https://issues.apache.org/jira/rest/api/2/issue/12845648',2015-10-24T12:11:09.000+0000, '2015-07-16T16:59:09.000+0000',99.8,13800,62.7922515485097,1238,0.0,2.6914148773506
'13100094', 'CAMEL-11750', 'https://issues.apache.org/jira/rest/api/2/issue/13100094',2017-09-06T16:38:58.000+0000, '2017-09-06T10:14:58.000+0000',0.26666666666666666,2400,52.1036096439357,4697,0.0,1.57378731647134
'13327643', 'ARROW-10012', 'https://issues.apache.org/jira/rest/api/2/issue/13327643',2020-09-15T10:15:04.000+0000, '2020-09-15T10:15:04.000+0000',0.0,2400,36.0216699292597,1733,0.0,2.49849604909335
'13264905', 'COMPRESS-497', 'https://issues.apache.org/jira/rest/api/2/issue/13264905',2019-10-29T02:43:51.000+0000, '2019-10-28T20:19:51.000+0000',0.26666666666666666,3000,36.1363744304715,444,0.0,2.65660298004465
'12672978', 'EMPIREDB-195', 'https://issues.apache.org/jira/rest/api/2/issue/12672978',2014-05-02T01:38:44.000+0000, '2013-10-09T08:02:44.000+0000',204.73333333333332,1800,81.4285392510724,3172,0.0,1.38771984662014
'13079331', 'CODEC-236', 'https://issues.apache.org/jira/rest/api/2/issue/13079331',2017-08-02T12:54:09.000+0000, '2017-06-12T22:30:09.000+0000',50.6,1200,42.5835551021841,155,0.0,2.44225733972751
'12945061', 'GEODE-1009', 'https://issues.apache.org/jira/rest/api/2/issue/12945061',2016-04-25T12:01:57.000+0000, '2016-02-26T21:37:57.000+0000',58.6,1800,97.8197013312815,4158,0.0,1.11429495813788
